Reaction ID	Pathway	Class1	Class2	Class3	Class4	Class5	Class6	SM1A
2.1.1.79-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.1.1.82-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.1.1.83-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.1.1.84-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.1.1.86-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
2.1.1.88-RXN	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.1.1.89-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.1.1.94-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.1.1.99-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.1.3.1-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
2.1.3.9-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.1.4.2-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.3.1.101-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.103-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.107-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.3.1.128-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.133-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.135-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.138-RXN	NA	Cofactors Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
2.3.1.143-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.150-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.3.1.151-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.156-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
2.3.1.157-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA
2.3.1.158-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.159-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.3.1.160-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.3.1.162-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.3.1.164-RXN	NA	Amino Acids Metabolism	Cofactors Metabolism	Specialized Metabolism	NA	NA	NA	NA
2.3.1.166-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.3.1.167-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.3.1.168-RXN	NA	Amino Acids Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
2.3.1.171-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.172-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.175-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.3.1.176-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.177-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.179-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.180-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.184-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.3.1.23-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.41-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.43-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.45-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.49-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.3.1.67-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.72-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.75-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.78-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.80-RXN	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.89-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.90-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.91-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.92-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.97-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.3.1.98-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.1.99-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.3.2.10-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.3.2.15-RXN	NA	Inorganic Nutrients Metabolism	Detoxification Metabolism	NA	NA	NA	NA	NA
2.4.1.100-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.101-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.104-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.109-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.111-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.114-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.115-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.116-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.117-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.119-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.121-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.122-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.123-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.125-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.126-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.129-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.4.1.133-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.134-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.135-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.141-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.142-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.143-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.144-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.145-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.149-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.150-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.151-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.155-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.156-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.159-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.169-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.174-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.175-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.178-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.4.1.185-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.190-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.191-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.194-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.195-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.4.1.198-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.4.1.19-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.201-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.206-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.207-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.210-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.4.1.211-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.214-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.1.216-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.217-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
2.4.1.218-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.219-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.4.1.220-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.4.1.221-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.222-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.223-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.224-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.225-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.226-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.228-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.1.229-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.232-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.234-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.237-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.238-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.4.1.239-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.1.242-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.1.243-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.32-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.1.36-RXN	NA	Carbohydrates Metabolism	Other	NA	NA	NA	NA	NA
2.4.1.37-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.38-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.43-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.46-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.57-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.65-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.67-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.68-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.1.82-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.83-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.1.94-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.4.2.12-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.4.2.26-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.4.2.27-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.4.2.31-RXN	NA	Redox Metabolism	Cofactors Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
2.4.2.34-RXN	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
2.4.2.38-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.2.39-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.4.99.2-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.99.4-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.99.6-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.4.99.8-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.5.1.19-RXN	NA	Primary-Specialized Interface Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.20-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.21-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.5.1.32-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.5.1.39-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.41-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.42-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.43-RXN	NA	Inorganic Nutrients Metabolism	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	Nitrogen-Containing Compounds
2.5.1.45-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.5.1.46-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.51-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.5.1.58-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.60-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.63-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
2.5.1.64-RXN	NA	Primary-Specialized Interface Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
2.5.1.66-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.5.1.67-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
2.5.1.68-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.69-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
2.5.1.70-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.5.1.71-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.6.1.14-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.18-RXN	NA	Amino Acids Metabolism	Cofactors Metabolism	NA	NA	NA	NA	NA
2.6.1.22-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.28-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.30-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.32-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.33-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.6.1.37-RXN	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.49-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.6.1.50-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.6.1.56-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.6.1.57-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.58-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.63-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.6.1.64-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.7-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.6.1.80-RXN	NA	Inorganic Nutrients Metabolism	Specialized Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
2.6.1.82-RXN	NA	Amino Acids Metabolism	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA
2.7.1.121-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.7.1.127-RXN	NA	Other	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.1.133-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.7.1.134-RXN	NA	Carbohydrates Metabolism	Other	NA	NA	NA	NA	NA
2.7.1.139-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.7.1.140-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.7.1.145-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.148-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.149-RXN	NA	Other	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
2.7.1.150-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.151-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.7.1.152-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
2.7.1.153-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.154-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.160-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.68-RXN	NA	Other	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
2.7.1.69-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.7.1.90-RXN	NA	Energy Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.10.1-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.10.2-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.11-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.12-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.17-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.18-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.19-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.20-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.21-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.22-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.24-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.25-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.2-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.4-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.11.7-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.12.1-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.12.2-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.13.3-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.3.9-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2.7.4.22-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
2.7.4.24-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
2.7.7.11-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.7.13-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	Cofactors Metabolism	NA	NA	NA	NA
2.7.7.14-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.15-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.1-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.30-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.7.33-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	Specialized Metabolism	NA	NA	NA	Nitrogen-Containing Compounds
2.7.7.34-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.7.35-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.37-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.7.39-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.44-RXN	NA	Nucleotides Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
2.7.7.51-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.57-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.60-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.61-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.64-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.7.7.8-RXN	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
2.7.8.11-RXN	NA	Other	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA
2.7.8.15-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.7.8.17-RXN	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
2.7.8.23-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
2.7.8.24-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.8.25-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.7.8.27-RXN	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
2.7.9.3-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2.7.9.4-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.7.9.5-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.8.1.6-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2.8.2.23-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.8.2.26-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.8.2.27-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.8.2.28-RXN	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
2.8.2.29-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.8.2.30-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2.8.3.7-RXN	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
2.8.3.9-RXN	NA	Energy Metabolism	Amino Acids Metabolism	NA	NA	NA	NA	NA
2.9.1.1-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
23-DIMETHYLMALATE-LYASE-RXN	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	NA	Other	NA	NA	NA	NA	NA	NA
25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
25-DIOXOVALERATE-DEHYDROGENASE-RXN	NA	Amino Acids Metabolism	Carbohydrates Metabolism	Specialized Metabolism	NA	NA	NA	Other
26DICHDIOX-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2-AMINOMUCONATE-REDUCTASE-RXN	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
2ASDOSALCAL-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
2-CHLOROBENZOATE-12-DIOXYGENASE-RXN	NA	Other	NA	NA	NA	NA	NA	NA
2-DEHYDROPANTOATE-REDUCT-RXN	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
