Reaction ID	Pathway	Class1	Class2	Class3	Class4	Class5	Class6	SM1A
RXN-8443	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8444	NA	Specialized Metabolism	Cofactors Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8449	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8450	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8451	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8452	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8453	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8454	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8455	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8456	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8457	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8458	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8459	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8460	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8461	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8469	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8470	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8471	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8472	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8473	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8474	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8475	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8476	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8477	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8478	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8479	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8480	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8481	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8482	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8483	NA	Specialized Metabolism	Other	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8484	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8485	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8486	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8487	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8488	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8489	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8490	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8491	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8492	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8493	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8495	NA	Specialized Metabolism	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	Other
RXN-8496	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8497	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8498	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8499	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8500	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8501	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8502	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8503	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8504	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8505	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8506	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8507	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8508	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8509	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8510	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8511	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8512	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8513	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8514	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8515	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8516	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8517	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8518	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8519	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8520	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8521	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8522	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8523	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8524	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8525	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8526	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8527	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8528	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8529	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8530	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8531	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8532	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8533	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8534	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8535	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8536	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8537	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8538	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8540	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8541	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8547	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-8549	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8550	NA	Specialized Metabolism	Energy Metabolism	NA	NA	NA	NA	Terpenoids
RXN-8552	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8553	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8561	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8562	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8565	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8566	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8567	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8568	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8572	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8574	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8576	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8578	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8579	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8580	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8581	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8582	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8583	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8584	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8587	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8592	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-8599	NA	Inorganic Nutrients Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA
RXN-8604	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8608	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8609	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8612	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8615	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8616	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8617	NA	Specialized Metabolism	Primary-Specialized Interface Metabolism	NA	NA	NA	NA	Terpenoids
RXN-8618	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8619	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8620	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8621	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8622	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8623	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8624	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8625	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8626	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8627	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8629	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-863	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8630	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8631	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8632	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
RXN-8635	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8638	NA	Amines and Polyamines Metabolism	NA	NA	NA	NA	NA	NA
RXN-8639	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
RXN-864	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8641	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
RXN-8642	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8645	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8647	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-8648	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-865	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8654	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8655	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8660	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-8661	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-8664	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8665	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8667	NA	Detoxification Metabolism	NA	NA	NA	NA	NA	NA
RXN-8668	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-8671	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8675	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8677	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8678	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8679	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8680	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8681	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8682	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8683	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8684	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8685	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8686	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8687	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8688	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8692	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8693	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8694	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8695	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8696	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8698	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8699	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-87	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8700	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8701	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8702	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8703	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8704	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8705	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8707	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8708	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-8709	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8710	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8711	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8712	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8713	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8714	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8715	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8716	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8717	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8718	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8719	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8720	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8721	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8722	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8723	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8724	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8725	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8726	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8727	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8730	NA	Other	Carbohydrates Metabolism	NA	NA	NA	NA	NA
RXN-8735	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8736	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8737	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8738	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8739	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8740	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8743	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8746	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8747	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8748	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8751	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8752	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8753	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8754	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8755	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8756	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8757	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8759	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8760	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8761	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8762	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8763	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8764	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8765	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8766	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8767	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8768	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8769	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8770	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8771	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8772	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8773	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8774	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8775	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8776	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8777	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8779	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8780	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8781	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8782	NA	Cofactors Metabolism	Carbohydrates Metabolism	NA	NA	NA	NA	NA
RXN-8783	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8784	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8785	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8786	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8787	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8788	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8789	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8790	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8791	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8792	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8793	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8797	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8798	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8799	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8800	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8801	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8805	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8806	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8807	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8808	NA	Amino Acids Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-8809	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8810	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8811	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8812	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8813	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8814	NA	Inorganic Nutrients Metabolism	Redox Metabolism	Nucleotides Metabolism	NA	NA	NA	NA
RXN-8815	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8818	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8819	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8820	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8821	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8822	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8823	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8824	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8825	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8826	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8827	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8828	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8829	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8831	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8832	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8833	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8834	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8835	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8836	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8837	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8838	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8840	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8841	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8842	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8843	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8846	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8847	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8848	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8849	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8850	NA	Nucleotides Metabolism	NA	NA	NA	NA	NA	NA
RXN-8852	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8853	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8854	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8855	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8857	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8859	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-886	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-8861	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8865	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8871	NA	Specialized Metabolism	Other	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8872	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8873	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8875	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8880	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8881	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8882	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8883	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8884	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8885	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8886	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8887	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8889	NA	Amines and Polyamines Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
RXN-8890	NA	Amines and Polyamines Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
RXN-8891	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8892	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8893	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8898	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8899	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8900	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8901	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8902	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8905	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
